x,y,confidence,frame,joint
0.0,0.0,0.10583774,86,right_knee
0.0,0.0,0.012458509,86,left_ankle
0.0,0.0,0.009013833,86,right_ankle
975.76373,252.75362,0.98244333,87,nose
1011.9623,221.58984,0.9724681,87,left_eye
961.11255,226.31744,0.86885166,87,right_eye
1100.9506,245.15121,0.9328333,87,left_ear
0.0,0.0,0.3322908,87,right_ear
1185.3722,461.42462,0.99552345,87,left_shoulder
891.1114,413.08008,0.98534006,87,right_shoulder
1216.6887,734.79895,0.9842174,87,left_elbow
725.6682,481.58826,0.9222515,87,right_elbow
1199.7852,991.41724,0.94132674,87,left_wrist
502.293,484.92365,0.8353876,87,right_wrist
1077.976,955.08673,0.96091175,87,left_hip
875.08765,928.28235,0.9328238,87,right_hip
0.0,0.0,0.17221172,87,left_knee
0.0,0.0,0.10368198,87,right_knee
0.0,0.0,0.012358442,87,left_ankle
0.0,0.0,0.008892499,87,right_ankle
974.4584,252.77815,0.98125756,88,nose
1010.4674,221.24812,0.9712445,88,left_eye
960.0986,226.02406,0.8590613,88,right_eye
1100.2588,243.79628,0.9323872,88,left_ear
0.0,0.0,0.31658226,88,right_ear
1185.3374,462.776,0.99545693,88,left_shoulder
889.19,414.7782,0.9842062,88,right_shoulder
1216.8234,736.1556,0.9843778,88,left_elbow
721.9988,488.26382,0.91637015,88,right_elbow
1200.2688,992.00244,0.9420343,88,left_wrist
507.4089,503.90445,0.82775253,88,right_wrist
1076.9747,955.752,0.9606546,88,left_hip
873.8436,929.55725,0.9303381,88,right_hip
0.0,0.0,0.17170346,88,left_knee
0.0,0.0,0.100575514,88,right_knee
0.0,0.0,0.012335914,88,left_ankle
0.0,0.0,0.008699915,88,right_ankle
972.98474,252.84984,0.9798821,89,nose
1009.1464,221.43228,0.9694141,89,left_eye
958.88477,226.02191,0.85086733,89,right_eye
1098.969,244.03532,0.9316572,89,left_ear
0.0,0.0,0.31342492,89,right_ear
1184.5294,463.17984,0.99551094,89,left_shoulder
886.16113,416.41333,0.9840625,89,right_shoulder
1215.8684,737.3961,0.9843662,89,left_elbow
719.31616,497.78412,0.91361856,89,right_elbow
1200.0166,991.16077,0.94076526,89,left_wrist
508.16193,522.8461,0.8204258,89,right_wrist
1074.6842,952.6767,0.96132,89,left_hip
871.46796,926.94434,0.93068045,89,right_hip
0.0,0.0,0.17402785,89,left_knee
0.0,0.0,0.10089527,89,right_knee
0.0,0.0,0.0125656,89,left_ankle
0.0,0.0,0.008798641,89,right_ankle
971.9652,253.19894,0.9808256,90,nose
1008.03485,221.44807,0.97063273,90,left_eye
957.30035,226.79874,0.85738933,90,right_eye
1098.3325,243.60983,0.9325133,90,left_ear
0.0,0.0,0.31906307,90,right_ear
1183.195,462.1169,0.995619,90,left_shoulder
885.90186,418.74713,0.98425734,90,right_shoulder
1215.2941,734.55505,0.985007,90,left_elbow
721.9942,508.77304,0.91485125,90,right_elbow
1199.4602,988.2318,0.9437224,90,left_wrist
505.96457,546.27655,0.8242816,90,right_wrist
1073.0652,950.4809,0.9628733,90,left_hip
869.7087,925.69904,0.9326479,90,right_hip
0.0,0.0,0.17805749,90,left_knee
0.0,0.0,0.102468915,90,right_knee
0.0,0.0,0.012807099,90,left_ankle
0.0,0.0,0.008939792,90,right_ankle
970.0917,253.76253,0.986113,91,nose
1005.92126,222.51651,0.9754622,91,left_eye
956.50714,226.80629,0.91167176,91,right_eye
1096.0951,246.34714,0.9208454,91,left_ear
0.0,0.0,0.4122756,91,right_ear
1181.0117,461.11157,0.99268496,91,left_shoulder
882.234,422.8821,0.9884189,91,right_shoulder
1219.0046,730.851,0.96618825,91,left_elbow
724.69824,521.3897,0.93251276,91,right_elbow
1199.5465,996.78516,0.88779,91,left_wrist
508.7671,576.36127,0.84842646,91,right_wrist
1074.1663,949.2669,0.9367828,91,left_hip
867.86865,927.1806,0.9223377,91,right_hip
0.0,0.0,0.1212703,91,left_knee
0.0,0.0,0.10363553,91,right_knee
0.0,0.0,0.009454581,91,left_ankle
0.0,0.0,0.008554472,91,right_ankle
967.83936,253.19427,0.9801989,92,nose
1004.3328,222.15239,0.9696593,92,left_eye
953.9385,226.79878,0.85426784,92,right_eye
1094.9622,245.63237,0.93233454,92,left_ear
0.0,0.0,0.31913608,92,right_ear
1178.6678,460.37076,0.99573463,92,left_shoulder
885.2705,420.9278,0.9841383,92,right_shoulder
1214.0035,730.5599,0.985369,92,left_elbow
736.48413,528.27484,0.9139361,92,right_elbow
1196.5242,988.7653,0.94402903,92,left_wrist
520.49335,583.5315,0.820673,92,right_wrist
1065.7147,950.9837,0.9635301,92,left_hip
864.254,926.2801,0.93269277,92,right_hip
0.0,0.0,0.17953458,92,left_knee
0.0,0.0,0.10262,92,right_knee
0.0,0.0,0.013169124,92,left_ankle
0.0,0.0,0.009197635,92,right_ankle
957.54755,254.1134,0.9800065,93,nose
993.2741,222.90898,0.9676889,93,left_eye
941.7418,228.26364,0.8632083,93,right_eye
1080.3994,244.88104,0.92850333,93,left_ear
0.0,0.0,0.36863124,93,right_ear
1168.7966,455.34448,0.9962131,93,left_shoulder
873.559,429.00204,0.98621273,93,right_shoulder
1207.1583,723.0293,0.9854359,93,left_elbow
746.7629,574.8556,0.91847354,93,right_elbow
1185.8512,979.3028,0.942552,93,left_wrist
557.4729,681.2274,0.81976485,93,right_wrist
1059.4391,946.7436,0.9645456,93,left_hip
858.5164,926.6898,0.9355573,93,right_hip
0.0,0.0,0.18197313,93,left_knee
0.0,0.0,0.10647218,93,right_knee
0.0,0.0,0.013705557,93,left_ankle
0.0,0.0,0.009762325,93,right_ankle
955.3306,254.27408,0.98134744,94,nose
991.34656,222.89717,0.96901304,94,left_eye
938.84937,227.88281,0.87484115,94,right_eye
1077.8826,244.09183,0.9271775,94,left_ear
0.0,0.0,0.3923379,94,right_ear
1165.6608,455.78256,0.99627006,94,left_shoulder
870.3056,431.9967,0.9868281,94,right_shoulder
1204.5667,724.3979,0.98479664,94,left_elbow
746.7821,588.76996,0.91919154,94,right_elbow
1182.3396,979.6136,0.9406273,94,left_wrist
566.47424,705.69653,0.8201302,94,right_wrist
1056.5885,948.37506,0.9621984,94,left_hip
856.3837,929.38715,0.93266904,94,right_hip
0.0,0.0,0.1753456,94,left_knee
0.0,0.0,0.10422951,94,right_knee
0.0,0.0,0.013297897,94,left_ankle
0.0,0.0,0.009579854,94,right_ankle
953.3438,254.9777,0.9823516,95,nose
989.0719,223.83472,0.9702083,95,left_eye
936.74915,228.36461,0.8815834,95,right_eye
1074.0973,244.52266,0.92872983,95,left_ear
0.0,0.0,0.41113317,95,right_ear
1162.2655,455.25754,0.996618,95,left_shoulder
867.7348,434.3173,0.987852,95,right_shoulder
1201.5968,722.0149,0.9858937,95,left_elbow
749.09204,599.5914,0.9227925,95,right_elbow
1177.3561,977.642,0.94390357,95,left_wrist
577.0936,727.7461,0.82438534,95,right_wrist
1055.3137,946.8955,0.964967,95,left_hip
855.7356,928.966,0.93676436,95,right_hip
0.0,0.0,0.18216853,95,left_knee
0.0,0.0,0.10755796,95,right_knee
0.0,0.0,0.013601687,95,left_ankle
0.0,0.0,0.009756943,95,right_ankle
950.835,253.99603,0.98663694,96,nose
987.72437,223.99612,0.97354907,96,left_eye
933.5556,226.28568,0.92328984,96,right_eye
1071.2312,247.48856,0.90614396,96,left_ear
923.42676,250.97461,0.5404183,96,right_ear
1161.2988,453.8521,0.994234,96,left_shoulder
866.61676,437.27783,0.991202,96,right_shoulder
1199.0149,716.62305,0.9681662,96,left_elbow
752.5612,612.4468,0.9372739,96,right_elbow
1171.7015,976.20245,0.89866495,96,left_wrist
588.2981,751.91547,0.8536669,96,right_wrist
1055.165,950.4904,0.94514906,96,left_hip
852.63635,934.6027,0.93173254,96,right_hip
0.0,0.0,0.13297719,96,left_knee
0.0,0.0,0.11851407,96,right_knee
0.0,0.0,0.009933661,96,left_ankle
0.0,0.0,0.009494269,96,right_ankle
949.03436,255.20457,0.98701245,97,nose
985.68787,224.98183,0.97429174,97,left_eye
930.46277,227.45111,0.92722404,97,right_eye
1066.6956,247.93155,0.90824825,97,left_ear
918.6896,251.95198,0.56419903,97,right_ear
1156.5093,454.04892,0.99471515,97,left_shoulder
862.24475,439.37585,0.99157315,97,right_shoulder
1194.7928,718.5751,0.96931565,97,left_elbow
756.2386,622.7642,0.93571216,97,right_elbow
1168.5582,976.8492,0.89717895,97,left_wrist
597.43085,771.48615,0.8443918,97,right_wrist
1052.7386,948.5486,0.9471656,97,left_hip
851.2425,933.7054,0.9325219,97,right_hip
0.0,0.0,0.13734728,97,left_knee
0.0,0.0,0.11983761,97,right_knee
0.0,0.0,0.010235986,97,left_ankle
0.0,0.0,0.00967267,97,right_ankle
946.993,255.70555,0.9871662,98,nose
983.45105,225.78636,0.9743458,98,left_eye
928.5925,227.08662,0.92839926,98,right_eye
1062.0586,248.86203,0.90880144,98,left_ear
916.4467,250.4546,0.57700574,98,right_ear
1151.1489,455.6054,0.99515826,98,left_shoulder
857.90155,440.52945,0.9918916,98,right_shoulder
1190.3734,721.02905,0.97152454,98,left_elbow
759.3666,630.2505,0.9365182,98,right_elbow
1165.0039,974.3161,0.90249217,98,left_wrist
612.60895,785.1874,0.8447052,98,right_wrist
1049.0881,947.7896,0.95001996,98,left_hip
848.40186,933.3906,0.934513,98,right_hip
0.0,0.0,0.14202094,98,left_knee
0.0,0.0,0.12157474,98,right_knee
0.0,0.0,0.010536132,98,left_ankle
0.0,0.0,0.009816837,98,right_ankle
944.17316,256.35214,0.9883571,99,nose
981.0945,226.60675,0.9767196,99,left_eye
925.0384,227.63155,0.93494284,99,right_eye
1059.1721,250.57791,0.9113814,99,left_ear
911.65234,251.35136,0.59157485,99,right_ear
1145.8862,456.14606,0.99546117,99,left_shoulder
853.85986,442.06348,0.99188316,99,right_shoulder
1186.4933,720.1214,0.97315377,99,left_elbow
761.02954,639.43774,0.9346732,99,right_elbow
1163.1075,971.82697,0.9076187,99,left_wrist
630.7969,799.96606,0.84283906,99,right_wrist
1046.7786,947.0743,0.95031166,99,left_hip
846.3877,933.47644,0.9323996,99,right_hip
0.0,0.0,0.14415981,99,left_knee
0.0,0.0,0.119786374,99,right_knee
0.0,0.0,0.0107031455,99,left_ankle
0.0,0.0,0.009811003,99,right_ankle
942.44147,257.37405,0.9892447,100,nose
979.1965,227.15607,0.9798962,100,left_eye
922.6976,229.07822,0.9334368,100,right_eye
1056.3202,250.61682,0.9368731,100,left_ear
908.6792,252.87012,0.5728788,100,right_ear
1141.9999,455.77536,0.99784684,100,left_shoulder
847.6947,442.6895,0.9918549,100,right_shoulder
1182.3137,722.04663,0.98801965,100,left_elbow
765.4626,642.9245,0.93398356,100,right_elbow
1161.4952,980.58624,0.9465672,100,left_wrist
643.70624,812.50037,0.83265495,100,right_wrist
1044.5145,943.6633,0.96831024,100,left_hip
844.07446,930.013,0.9420619,100,right_hip
0.0,0.0,0.19105384,100,left_knee
0.0,0.0,0.11436601,100,right_knee
0.0,0.0,0.014007485,100,left_ankle
0.0,0.0,0.010103226,100,right_ankle
940.2525,257.70593,0.99175334,101,nose
977.254,227.58885,0.98350394,101,left_eye
919.8477,227.98752,0.9515428,101,right_eye
1052.5193,252.1252,0.9366615,101,left_ear
902.99304,251.52527,0.64224976,101,right_ear
1137.9863,456.59225,0.9976931,101,left_shoulder
842.69336,444.29034,0.9934993,101,right_shoulder
1179.7063,720.9921,0.9862612,101,left_elbow
765.47076,647.9493,0.9449503,101,right_elbow
1159.2903,979.0049,0.9429271,101,left_wrist
655.4991,823.50793,0.8581195,101,right_wrist
1045.8959,943.48535,0.9671154,101,left_hip
843.9687,930.9525,0.945779,101,right_hip
0.0,0.0,0.18319601,101,left_knee
0.0,0.0,0.12571336,101,right_knee
0.0,0.0,0.013416674,101,left_ankle
0.0,0.0,0.010631691,101,right_ankle
938.909,256.764,0.9928449,102,nose
976.38135,227.16148,0.98523915,102,left_eye
917.27,227.66254,0.96008015,102,right_eye
1048.6455,254.73006,0.9388899,102,left_ear
898.15796,254.17819,0.6900249,102,right_ear
1131.8871,456.08835,0.9978986,102,left_shoulder
839.07153,445.41772,0.9942638,102,right_shoulder
1175.5934,719.3874,0.9860036,102,left_elbow
766.99023,653.70526,0.94750154,102,right_elbow
1150.9219,979.9109,0.9402592,102,left_wrist
665.37714,834.6262,0.8588002,102,right_wrist
1038.877,944.35187,0.9659936,102,left_hip
839.4416,931.6163,0.9451943,102,right_hip
0.0,0.0,0.18079132,102,left_knee
0.0,0.0,0.12613882,102,right_knee
0.0,0.0,0.013322979,102,left_ankle
0.0,0.0,0.010700969,102,right_ankle
938.4183,255.78525,0.9945117,103,nose
976.09796,228.08542,0.9878748,103,left_eye
915.2784,227.61667,0.9709612,103,right_eye
1044.8514,259.86255,0.94012034,103,left_ear
893.8598,257.30032,0.7526237,103,right_ear
1124.4261,457.19443,0.9980246,103,left_shoulder
837.7306,446.58145,0.9947292,103,right_shoulder
1166.9572,716.1365,0.98589593,103,left_elbow
771.3009,659.37006,0.9522118,103,right_elbow
1140.2216,972.4008,0.95146096,103,left_wrist
677.76227,839.8915,0.8899328,103,right_wrist
1028.9553,941.1176,0.9631204,103,left_hip
833.90576,928.1763,0.94306844,103,right_hip
0.0,0.0,0.21030717,103,left_knee
0.0,0.0,0.15208729,103,right_knee
0.0,0.0,0.017877031,103,left_ankle
0.0,0.0,0.0143229,103,right_ankle
938.0649,255.6307,0.9944935,104,nose
975.61804,228.30441,0.98759896,104,left_eye
913.78534,227.46698,0.97175074,104,right_eye
1041.537,260.3945,0.9381272,104,left_ear
889.9353,257.19296,0.7664029,104,right_ear
1118.7792,457.34235,0.99809104,104,left_shoulder
834.0264,445.94907,0.9948896,104,right_shoulder
1160.7561,715.65765,0.98613656,104,left_elbow
771.997,658.92883,0.95323426,104,right_elbow
1131.5131,971.7691,0.9517491,104,left_wrist
686.5718,848.8427,0.8908763,104,right_wrist
1026.3689,938.19543,0.96403885,104,left_hip
833.2941,925.4663,0.94454616,104,right_hip
0.0,0.0,0.21454091,104,left_knee
0.0,0.0,0.15538085,104,right_knee
0.0,0.0,0.018397307,104,left_ankle
0.0,0.0,0.014721516,104,right_ankle
937.50006,255.95714,0.9943157,105,nose
974.57745,228.63428,0.9870308,105,left_eye
912.2545,227.47041,0.971991,105,right_eye
1037.449,260.00064,0.9357608,105,left_ear
886.1979,256.54852,0.77987134,105,right_ear
1114.4066,457.43842,0.9981078,105,left_shoulder
827.9487,449.05713,0.99496114,105,right_shoulder
1155.5251,716.2564,0.98571324,105,left_elbow
771.87305,669.02313,0.95199007,105,right_elbow
1125.8246,970.96326,0.9491075,105,left_wrist
694.13245,857.31006,0.8857173,105,right_wrist
1024.897,937.4738,0.9632368,105,left_hip
831.49243,926.5794,0.943164,105,right_hip
0.0,0.0,0.21436484,105,left_knee
0.0,0.0,0.15479109,105,right_knee
0.0,0.0,0.018612942,105,left_ankle
0.0,0.0,0.014855671,105,right_ankle
937.5231,255.75038,0.9944121,106,nose
973.7637,229.0167,0.98674774,106,left_eye
910.9688,227.49957,0.9742225,106,right_eye
1031.9119,260.61404,0.9306257,106,left_ear
881.84735,256.74918,0.8030794,106,right_ear
1106.2808,455.81583,0.9980749,106,left_shoulder
823.1616,448.7763,0.99505156,106,right_shoulder
1149.6476,713.5671,0.9848705,106,left_elbow
771.9036,673.42145,0.95220286,106,right_elbow
1120.3685,968.5505,0.9460331,106,left_wrist
702.7663,864.4867,0.88545614,106,right_wrist
1021.3495,935.43353,0.9615015,106,left_hip
830.47815,925.7917,0.9415869,106,right_hip
0.0,0.0,0.21146494,106,left_knee
0.0,0.0,0.15524289,106,right_knee
0.0,0.0,0.018556232,106,left_ankle
0.0,0.0,0.014985446,106,right_ankle
937.21564,255.80952,0.99449617,107,nose
973.03973,229.20973,0.98653424,107,left_eye
909.549,227.15103,0.97572553,107,right_eye
1027.6755,261.13168,0.92650115,107,left_ear
877.5017,256.40393,0.81989104,107,right_ear
1100.7533,456.9679,0.9980792,107,left_shoulder
818.0081,450.56958,0.99508816,107,right_shoulder
1143.487,711.9044,0.9843891,107,left_elbow
770.8957,676.5367,0.9520483,107,right_elbow
1115.2438,964.95905,0.94459826,107,left_wrist
708.77405,869.8664,0.88564235,107,right_wrist
1019.03503,934.83673,0.9603327,107,left_hip
828.5402,925.788,0.940283,107,right_hip
0.0,0.0,0.20916365,107,left_knee
0.0,0.0,0.15433137,107,right_knee
0.0,0.0,0.01835866,107,left_ankle
0.0,0.0,0.014857296,107,right_ankle
937.024,256.18625,0.99467516,108,nose
972.22253,230.06534,0.98639214,108,left_eye
908.36194,226.95717,0.97745216,108,right_eye
1022.47015,262.18976,0.92050743,108,left_ear
872.6976,255.63223,0.834627,108,right_ear
1093.9797,456.7234,0.99806505,108,left_shoulder
812.64557,451.23788,0.9950932,108,right_shoulder
1140.0813,709.4836,0.98414916,108,left_elbow
770.32623,680.6781,0.95299697,108,right_elbow
1109.1436,964.82886,0.94489044,108,left_wrist
716.4072,875.02795,0.8904703,108,right_wrist
1017.3974,935.526,0.95943224,108,left_hip
827.2345,927.01434,0.9395605,108,right_hip
0.0,0.0,0.20687346,108,left_knee
0.0,0.0,0.15389884,108,right_knee
0.0,0.0,0.018036049,108,left_ankle
0.0,0.0,0.014657041,108,right_ankle
937.47516,256.79156,0.99445045,109,nose
971.87445,230.28333,0.9852572,109,left_eye
907.6663,226.98207,0.9776497,109,right_eye
1018.4781,261.04932,0.9135306,109,left_ear
868.66296,254.40358,0.84719217,109,right_ear
1089.0656,457.1427,0.9980557,109,left_shoulder
807.33716,452.79184,0.9952371,109,right_shoulder
1135.1451,711.5071,0.98325354,109,left_elbow
769.7344,685.63385,0.9532899,109,right_elbow
1106.6049,965.36005,0.94076306,109,left_wrist
721.95856,876.73114,0.8891462,109,right_wrist
1013.8627,932.86816,0.95785993,109,left_hip
824.8845,925.1386,0.93848145,109,right_hip
0.0,0.0,0.20458989,109,left_knee
0.0,0.0,0.15443712,109,right_knee
0.0,0.0,0.018060958,109,left_ankle
0.0,0.0,0.014777977,109,right_ankle
938.57306,256.19955,0.9931452,110,nose
971.14606,230.91042,0.98057085,110,left_eye
907.86664,227.75153,0.97302496,110,right_eye
1012.89514,261.5321,0.8864781,110,left_ear
865.1152,254.86249,0.83062226,110,right_ear
1080.0272,456.16553,0.9973137,110,left_shoulder
803.6976,448.9794,0.99423367,110,right_shoulder
1130.0745,711.9574,0.98062736,110,left_elbow
769.72046,686.8492,0.9541632,110,right_elbow
1104.3807,961.5057,0.9494344,110,left_wrist
729.6096,880.041,0.9118484,110,right_wrist
1011.0185,929.1048,0.9543789,110,left_hip
824.4441,920.63605,0.9371693,110,right_hip
0.0,0.0,0.23360355,110,left_knee
0.0,0.0,0.18278709,110,right_knee
0.0,0.0,0.024319762,110,left_ankle
0.0,0.0,0.020190418,110,right_ankle
939.1522,256.17023,0.99241054,111,nose
970.57764,230.7052,0.97669625,111,left_eye
907.75195,228.21194,0.9703472,111,right_eye
1009.1605,260.9665,0.86687857,111,left_ear
860.92126,255.73233,0.8261458,111,right_ear
1075.6093,453.46848,0.9972922,111,left_shoulder
800.4838,447.15118,0.9936026,111,right_shoulder
1125.4519,711.8291,0.9802357,111,left_elbow
771.223,685.4505,0.95216167,111,right_elbow
1102.7216,961.86005,0.946461,111,left_wrist
733.8972,879.6036,0.9069631,111,right_wrist
1015.4746,936.1732,0.9521271,111,left_hip
825.9362,929.79456,0.9344799,111,right_hip
0.0,0.0,0.22127682,111,left_knee
0.0,0.0,0.16664226,111,right_knee
0.0,0.0,0.020966139,111,left_ankle
0.0,0.0,0.016774995,111,right_ankle
939.3723,256.23193,0.9918902,112,nose
969.59125,230.83228,0.9740723,112,left_eye
907.0513,228.6536,0.9702327,112,right_eye
1005.33185,261.2426,0.8504152,112,left_ear
857.08777,256.99377,0.8352189,112,right_ear
1071.3834,452.08313,0.99698156,112,left_shoulder
797.0678,447.425,0.9934447,112,right_shoulder
1123.3423,711.1572,0.9773301,112,left_elbow
770.71014,688.6553,0.9517773,112,right_elbow
1101.3248,961.2896,0.93942463,112,left_wrist
737.2423,882.9406,0.9054607,112,right_wrist
1014.4974,936.6178,0.9470917,112,left_hip
825.89795,931.22205,0.9308744,112,right_hip
0.0,0.0,0.21021374,112,left_knee
0.0,0.0,0.16397972,112,right_knee
0.0,0.0,0.020217923,112,left_ankle
0.0,0.0,0.016588448,112,right_ankle
939.621,256.51328,0.991738,113,nose
968.95154,231.08665,0.97239923,113,left_eye
906.87213,228.81409,0.97062624,113,right_eye
1002.28516,260.9761,0.8343981,113,left_ear
854.0039,256.64676,0.83980006,113,right_ear
1066.8176,451.6527,0.9967175,113,left_shoulder
794.63513,447.71576,0.99322903,113,right_shoulder
1121.9016,706.8481,0.9758356,113,left_elbow
769.8481,687.7455,0.9528455,113,right_elbow
1100.4556,958.1437,0.9384227,113,left_wrist
739.77576,884.4428,0.910429,113,right_wrist
1013.54504,937.7569,0.9443008,113,left_hip
825.6938,932.898,0.92949504,113,right_hip
0.0,0.0,0.20364104,113,left_knee
0.0,0.0,0.16266164,113,right_knee
0.0,0.0,0.019646985,113,left_ankle
0.0,0.0,0.016355233,113,right_ankle
938.1299,256.63596,0.9917453,114,nose
966.57404,231.2438,0.9729118,114,left_eye
904.13434,229.26453,0.97306734,114,right_eye
998.9911,261.00635,0.8302368,114,left_ear
850.817,257.8611,0.856764,114,right_ear
1064.9865,453.95782,0.9962,114,left_shoulder
790.8607,451.94568,0.9936422,114,right_shoulder
1121.4873,703.7919,0.97159123,114,left_elbow
763.82874,693.62744,0.95467305,114,right_elbow
1098.0089,951.73553,0.93291265,114,left_wrist
739.6975,893.11475,0.9149372,114,right_wrist
1007.30664,929.22107,0.93952835,114,left_hip
822.59186,923.9202,0.92760277,114,right_hip
0.0,0.0,0.2033034,114,left_knee
0.0,0.0,0.17666623,114,right_knee
0.0,0.0,0.022229988,114,left_ankle
0.0,0.0,0.019843109,114,right_ankle
936.86554,256.43457,0.9914172,115,nose
964.7902,231.23163,0.9714145,115,left_eye
902.911,229.18158,0.9726925,115,right_eye
996.0643,260.7811,0.8216496,115,left_ear
849.01904,257.49463,0.8594984,115,right_ear
1061.8455,452.6413,0.99602926,115,left_shoulder
788.87714,450.70853,0.99359834,115,right_shoulder
1119.0195,704.1677,0.9699525,115,left_elbow
762.5558,694.2409,0.95453846,115,right_elbow
1101.8651,951.0856,0.9285239,115,left_wrist
738.4972,891.5931,0.91367584,115,right_wrist
1006.9737,926.54626,0.9374544,115,left_hip
823.3131,921.81464,0.9264763,115,right_hip
0.0,0.0,0.20047383,115,left_knee
0.0,0.0,0.17707343,115,right_knee
0.0,0.0,0.022117026,115,left_ankle
0.0,0.0,0.019975176,115,right_ankle
935.5706,257.10178,0.9913967,116,nose
963.07086,231.61652,0.97038895,116,left_eye
901.6864,229.67262,0.9727647,116,right_eye
993.3798,259.74857,0.8159928,116,left_ear
847.1098,256.56088,0.8642497,116,right_ear
1059.268,453.1322,0.99625176,116,left_shoulder
787.1509,450.71585,0.9940469,116,right_shoulder
1118.1176,705.12616,0.97112346,116,left_elbow
761.6543,693.793,0.9576496,116,right_elbow
1106.036,949.4914,0.93040895,116,left_wrist
738.6445,896.03485,0.9179334,116,right_wrist
1005.02637,923.0709,0.9405686,116,left_hip
823.03894,918.45667,0.9309252,116,right_hip
0.0,0.0,0.20556259,116,left_knee
0.0,0.0,0.18358466,116,right_knee
0.0,0.0,0.02268925,116,left_ankle
0.0,0.0,0.02060829,116,right_ankle
934.0684,256.92645,0.9909951,117,nose
961.2585,232.12834,0.9683147,117,left_eye
900.37683,229.54431,0.9721716,117,right_eye
990.30475,261.0782,0.8045959,117,left_ear
844.93677,256.65024,0.8664528,117,right_ear
1055.9233,451.6064,0.99604625,117,left_shoulder
784.843,449.90332,0.99408555,117,right_shoulder
1117.4753,700.91125,0.9695212,117,left_elbow
760.69135,692.99615,0.95907336,117,right_elbow
1112.0126,944.92346,0.9274678,117,left_wrist
738.89026,895.3407,0.9201277,117,right_wrist
1005.54456,920.8858,0.9395939,117,left_hip
824.1803,917.0957,0.9320499,117,right_hip
0.0,0.0,0.20309651,117,left_knee
0.0,0.0,0.18640307,117,right_knee
0.0,0.0,0.022665476,117,left_ankle
0.0,0.0,0.020950109,117,right_ankle
932.86816,257.47314,0.9909367,118,nose
959.6362,232.67377,0.9675616,118,left_eye
898.9725,230.02753,0.9722972,118,right_eye
987.9584,262.04745,0.79405075,118,left_ear
842.47217,257.5392,0.86656415,118,right_ear
1054.0181,452.34717,0.99579585,118,left_shoulder
782.7345,451.07153,0.99380255,118,right_shoulder
1118.2194,701.28406,0.96875596,118,left_elbow
761.3892,694.5437,0.9592712,118,right_elbow
1118.3655,944.53674,0.92770404,118,left_wrist
739.3126,894.7257,0.9230014,118,right_wrist
1009.4164,920.23083,0.9375063,118,left_hip
826.1943,917.5166,0.93032616,118,right_hip
0.0,0.0,0.19945472,118,left_knee
0.0,0.0,0.18516576,118,right_knee
0.0,0.0,0.022637818,118,left_ankle
0.0,0.0,0.021063691,118,right_ankle
932.2065,257.00494,0.9923413,119,nose
958.7848,231.93759,0.97221667,119,left_eye
897.8995,228.43231,0.9771985,119,right_eye
986.5382,261.59344,0.8146798,119,left_ear
840.2806,256.4313,0.8913564,119,right_ear
1056.2051,449.7766,0.996985,119,left_shoulder
781.802,453.16672,0.9949852,119,right_shoulder
1123.8264,696.9172,0.9724823,119,left_elbow
760.75714,697.1174,0.9602604,119,right_elbow
1128.1216,943.88416,0.9145321,119,left_wrist
735.5741,895.5,0.9074256,119,right_wrist
1009.6795,920.235,0.9386523,119,left_hip
826.34076,918.698,0.92894536,119,right_hip
0.0,0.0,0.16911866,119,left_knee
0.0,0.0,0.15502372,119,right_knee
0.0,0.0,0.016689876,119,left_ankle
0.0,0.0,0.015488589,119,right_ankle
931.2962,257.5797,0.9922875,120,nose
957.6072,232.62392,0.9715627,120,left_eye
896.6794,229.0752,0.97740763,120,right_eye
984.80383,262.03488,0.8052814,120,left_ear
838.2225,256.9467,0.89370894,120,right_ear
1053.9728,447.2557,0.9968689,120,left_shoulder
781.21234,452.47314,0.9948396,120,right_shoulder
1125.1055,689.4989,0.9714497,120,left_elbow
760.3859,696.5301,0.95976776,120,right_elbow
1143.3779,927.6469,0.91370624,120,left_wrist
735.756,896.1015,0.90754694,120,right_wrist
1010.532,917.4221,0.93607634,120,left_hip
828.3007,917.3646,0.9265894,120,right_hip
0.0,0.0,0.16591074,120,left_knee
0.0,0.0,0.15351985,120,right_knee
0.0,0.0,0.016544081,120,left_ankle
0.0,0.0,0.015425088,120,right_ankle
929.05853,257.48276,0.99286085,121,nose
955.8512,233.01645,0.9741703,121,left_eye
894.78687,229.22058,0.9779846,121,right_eye
984.03265,263.18427,0.8205143,121,left_ear
837.666,257.63333,0.8922083,121,right_ear
1054.156,444.72647,0.997291,121,left_shoulder
782.0246,452.10855,0.99506265,121,right_shoulder
1131.4707,679.1876,0.97583187,121,left_elbow
761.0071,695.7259,0.96098596,121,right_elbow
1158.0349,921.02875,0.9249915,121,left_wrist
735.51416,895.8049,0.9110269,121,right_wrist
1011.83594,916.70306,0.9444097,121,left_hip
829.6231,917.24524,0.93265235,121,right_hip
0.0,0.0,0.17762068,121,left_knee
0.0,0.0,0.15798424,121,right_knee
0.0,0.0,0.01709098,121,left_ankle
0.0,0.0,0.015577175,121,right_ankle
925.7767,258.1735,0.9935747,122,nose
953.2275,233.48822,0.97732407,122,left_eye
891.60596,229.97314,0.978798,122,right_eye
983.3231,263.09628,0.8370346,122,left_ear
836.37616,258.0997,0.8890139,122,right_ear
1055.2445,443.07407,0.9976821,122,left_shoulder
